
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
1,1966,1,1966-09-11,23-201,PIT,,NYG,T 34-34,18,83,4.61,1,,1,20,20.00,0,0,0,,0,0,0,,,,1,6
2,1966,2,1966-09-18,23-208,PIT,,DET,W 17-3,23,57,2.48,0,,1,2,2.00,0,0,0,,0,0,0,,,,0,0
3,1966,3,1966-09-25,23-215,PIT,,WAS,L 27-33,14,52,3.71,0,,3,37,12.33,0,0,0,,0,0,0,,,,0,0
4,1966,4,1966-10-02,23-222,PIT,@,WAS,L 10-24,15,39,2.60,0,,3,48,16.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0
5,1966,5,1966-10-08,23-228,PIT,@,CLE,L 10-41,4,0,0.00,0,,2,19,9.50,0,0,0,,0,0,0,,,,0,0
6,1966,6,1966-10-16,23-236,PIT,,PHI,L 14-31,13,52,4.00,1,,3,44,14.67,1,0,0,,0,0,0,,,,2,12
7,1966,7,1966-10-30,23-250,PIT,@,DAL,L 21-52,4,8,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
8,1966,8,1966-11-06,23-257,PIT,,CLE,W 16-6,17,94,5.53,0,,0,0,,0,0,0,,0,0,0,,,,0,0
9,1966,9,1966-11-13,23-264,PIT,,STL,W 30-9,16,24,1.50,0,,1,11,11.00,0,0,0,,0,0,0,,,,0,0
10,1966,10,1966-11-20,23-271,PIT,,DAL,L 7-20,6,17,2.83,0,,1,11,11.00,1,0,0,,0,0,0,,,,1,6
11,1966,11,1966-11-27,23-278,PIT,@,STL,L 3-6,8,12,1.50,0,,2,8,4.00,0,0,0,,0,0,0,,,,0,0
12,1966,12,1966-12-04,23-285,PIT,@,PHI,L 23-27,14,70,5.00,2,,0,0,,0,0,0,,0,0,0,,,,2,12
13,1966,13,1966-12-11,23-292,PIT,@,NYG,W 47-28,9,19,2.11,2,,2,28,14.00,0,0,0,,0,0,0,,,,2,12
14,1966,14,1966-12-18,23-299,PIT,@,ATL,W 57-33,8,17,2.13,1,,0,0,,0,0,0,,0,0,0,,,,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
15,1967,1,1967-09-17,24-207,PIT,,CHI,W 41-13,12,107,8.92,2,,1,10,10.00,0,0,0,,0,0,0,,,,2,12
16,1967,2,1967-09-24,24-214,PIT,,STL,L 14-28,15,27,1.80,1,,0,0,,0,0,0,,0,0,0,,,,1,6
17,1967,3,1967-10-01,24-221,PIT,@,PHI,L 24-34,7,54,7.71,1,,2,42,21.00,0,0,0,,0,0,0,,,,1,6
18,1967,4,1967-10-07,24-227,PIT,@,CLE,L 10-21,11,16,1.45,0,,0,0,,0,0,0,,0,0,0,,,,0,0
19,1967,5,1967-10-15,24-235,PIT,,NYG,L 24-27,6,6,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
20,1967,6,1967-10-22,24-242,PIT,,DAL,L 21-24,2,3,1.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
21,1967,8,1967-11-05,24-256,PIT,,CLE,L 14-34,1,7,7.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
22,1967,9,1967-11-12,24-263,PIT,@,STL,T 14-14,4,27,6.75,0,,0,0,,0,0,0,,0,0,0,,,,0,0
23,1967,10,1967-11-19,24-270,PIT,@,NYG,L 20-28,7,20,2.86,0,,0,0,,0,0,0,,0,0,0,,,,0,0
24,1967,11,1967-11-26,24-277,PIT,,MIN,L 27-41,15,48,3.20,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
25,1968,7,1968-10-27,25-248,PIT,,PHI,W 6-3,1,4,4.00,0,,1,6,6.00,0,0,0,,0,0,0,,,,0,0
26,1968,8,1968-11-03,25-255,PIT,@,ATL,W 41-21,2,6,3.00,0,,1,16,16.00,0,0,0,,0,0,0,,,,0,0
27,1968,14,1968-12-15,25-297,PIT,@,NOR,L 14-24,1,-1,-1.00,0,,1,5,5.00,0,0,0,,0,0,0,,,,0,0
,,,27 Games,,,,,8-17-2,253,868,3.43,11,,25,307,12.28,2,0,1,0.00,0,0,0,39.6,0.00,0.00,13,78